"nome","sku","departamento","categoria","img","valor","desconto","dt_hora"
"KIT MORTADELA CERATTI + MUSSARELA TIROLEZ + PRATO TIROLEZ",344,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/Kit-4_auXgHaG.jpg",23.63,0,"1654632086.782587"
"KIT PRESUNTO SADIA + QUEIJO TIROLEZ + REQUEIJAO TIROLEZ",345,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/Kit-1_zkaKu4E.jpg",24.27,0,"1654632092.057941"
"KIT QUEIJO MUSSARELA E PRATO TIROLEZ",346,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/Kit-7_QzwNHFQ.jpg",30.78,0,"1654632097.262049"
"KIT SALAME SADIA + MUSSARELA TIROLEZ + PRATO TIROLEZ",347,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/Kit-5_rxJJgBS.jpg",33.90,0,"1654632102.42491"
"PRESUNTO COZIDO MAGRO FATIADO SADIA SOLTÍSSIMO 200G C/ 2UN",348,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/PRESUNTO-COZIDO-MAGRO-FATIADO-SADIA-SOLTISSIMO-200G_MbOwsxs.jpg",20.58,0,"1654632107.668679"
"SALAME HAMBURGUÊS FATIADO SADIA 100G C/ 3UN",349,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/SALAME-HAMBURGUeS-FATIADO-SADIA-100G.jpg",46.47,0,"1654632114.921007"
"SALAME ITALIANO SADIA FATIADO 100G C/ 3UN",350,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/SALAME-ITALIANO-SADIA-FATIADO-100G.jpg",49.47,0,"1654632122.134018"
"MORTADELA BOLOGNA C/ PISTACHE CERATTI 150G C/ 2UN",351,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MORTADELA-BOLOGNA-C-PISTACHE-CERATTI-150G_P2CTLBB.jpg",15.98,0,"1654632129.372329"
"MORTADELA BOLOGNA LIGHT FATIADA CERATTI 100G C/ 3UN",352,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MORTADELA-BOLOGNA-LIGHT-FATIADA-CERATTI-100G_jiMdQbZ.jpg",24.87,0,"1654632134.593819"
"MORTADELA BOLOGNA TRADICIONAL CERATTI 150G C/ 3UN",353,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MORTADELA-BOLOGNA-TRADICIONAL-CERATTI-150G_XLuuK9R.jpg",26.97,0,"1654632141.839855"
"REQUEIJÃO CREMOSO VIGOR 200G C/ 2UN",354,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7ac27f65-f0d3-4a08-8e5f-2e458d47e735.jpg",14.98,0,"1654632149.167432"
"QUEIJO MUSSARELA LIGHT TIROLEZ 150G C/ 3UN",355,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/QUEIJO-MUSSARELA-LIGHT-TIROLEZ-150G_ARWTndh.jpg",36.87,0,"1654632154.524685"
"QUEIJO MUSSARELA TIROLEZ 150G C/ 3UN",356,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/QUEIJO-MUSSARELA-TIROLEZ-150G_VoBRrEY.jpg",32.97,0,"1654632161.964664"
"QUEIJO PRATO LIGHT TIROLEZ 150G C/ 3UN",357,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/QUEIJO-PRATO-LIGHT-TIROLEZ-150G_FlIjQDK.jpg",36.87,0,"1654632169.394528"
"QUEIJO PRATO LIGHT ZERO LACTOSE TIROLEZ 150G C/ 3UN",358,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/QUEIJO-PRATO-LIGHT-ZERO-LACTOSE-TIROLEZ-150G_YIJtfh5.jpg",36.87,0,"1654632176.610365"
"QUEIJO PRATO TIROLEZ 150G C/ 3UN",359,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/QUEIJO-PRATO-TIROLEZ-150G.jpg",32.97,0,"1654632183.999507"
"REQUEIJÃO CREMOSO ZERO LACTOSE TIROLEZ 200G C/ 2UN",360,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/89877809-1484-4afc-ba86-ba89efea9982.jpg",16.98,0,"1654632191.349624"
"MINI BROWNIE WICKBOLD AVELÃ 30G",361,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/68b5bc43-4401-40dc-9692-30823c699207.jpg",2.59,0,"1654632196.74522"
"MINI BROWNIE WICKBOLD CHOCOLATE MEIO AMARGO 30G",362,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/2b844731-eb71-43cb-a422-2d9694c6f9f7.jpg",2.59,0,"1654632202.043401"
"REQUEIJÃO CREMOSO CATUPIRY LIGHT 200G C/ 2UN",363,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e8f1bd43-d255-4b9e-90e0-d8142cf38726.jpg",15.98,0,"1654632207.292219"
"REQUEIJÃO CREMOSO CATUPIRY TRADICIONAL 200G C/ 2UN",364,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1f3bee41-eb7e-4d6c-a250-855565d27930.jpg",16.58,0,"1654632212.438019"
"REQUEIJÃO VEGANO DEFUMADO VIDA VEG 180G",365,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/40e935ef-bebd-4511-8109-8e6517c3869f.jpg",11.99,0,"1654632217.755509"
"REQUEIJÃO VEGANO TRADICIONAL VIDA VEG 180G",366,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/73d30718-b84c-4b52-a5e6-5cd74147e3b9.jpg",11.99,0,"1654632222.87407"
"CREAM CHEESE VEGANO DE CASTANHA DE CAJÚ FRESCO 150G",367,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6448257b-4354-4430-89b9-09053e6aedda.jpg",15.29,0,"1654632228.086482"
"BOLINHO ANA MARIA PULLMAN DE BAUNILHA 70G",443,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9db79fa6-7e3f-493a-8124-1fe022444ec2.png",3.79,15,"1654632630.729398"
"MANTEIGA VEGANA DE CASTANHA DE CAJU VIDA VEG 170G",369,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/d782aa73-bd19-4be4-8ca3-89af4aece479.jpg",15.29,0,"1654632238.824097"
"REQUEIJÃO VEGANO DE AVEIA FRESCO 180G",370,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a5dc9c0b-5c16-44c9-87ce-10e0c16d9fa9.jpg",15.79,0,"1654632244.106546"
"CREME DE CASTANHA DE CAJU VIDA VEG ERVAS FINAS COM PESTO 180G",371,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6e136d0b-de3d-48fe-8296-382432c499fa.jpg",14.59,0,"1654632249.354939"
"CREME DE CASTANHA DE CAJU VIDA VEG TRADICIONAL 180G",372,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/0142946c-b2c5-40da-8503-d7739b0eeda4.jpg",14.59,0,"1654632254.512323"
"BEBIDA LÁCTEA SABOR VITAMINA NESTON 170G C/ 3UN",373,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/75db79bd-18e0-4be6-8492-53ce2e632fd3.png",5.67,0,"1654632259.765738"
"MISTURA PARA PÃO SEM GLUTEN ZAYA 335G",374,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/019b6517-6671-4906-965a-76d97833b8ec.jpg",19.49,0,"1654632267.121369"
"MIX PARA BOLO DE FUBÁ ZAYA 490G",375,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6764454b-dde0-432b-a991-98e9117738ca.jpg",38.90,0,"1654632272.293525"
"MIX PARA PÃO DE FORMA COM SEMENTES ZAYA 358G",376,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/29f211f8-48c9-4ae1-bcfa-c6759abf5a3d.jpg",23.49,0,"1654632277.559471"
"PÃOZINHO DAS GALÁXIAS ZAYA 282G",377,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/ef2928d3-10d2-4c4e-bab4-d5131945c48a.jpg",38.90,0,"1654632282.871867"
"FLUDEN DE NOZES E DAMASCO FINARTE 190G",378,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/80922d34-ea49-4693-a7b5-3e97722bffd8.jpg",18.29,0,"1654632288.086855"
"FLUDEN DE NOZES TRADICIONAL FINARTE 190G",379,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/12952eb2-7cdb-480c-abca-100a284bdbcd.jpg",18.29,0,"1654632293.32624"
"BROWNIE DE CHOCOLATE COM NOZES FINARTE 300G",380,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/2c3460e2-2417-4fc5-bbad-05855bf2063f.jpg",18.79,0,"1654632298.484546"
"BROWNIE DE CHOCOLATE COM PASTA DE AMENDOIM FINARTE 300G",381,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/dee694e8-645a-46c9-b362-4bbd6e8e5707.jpg",18.79,0,"1654632303.655281"
"BROWNIE ZERO DE CHOCOLATE COM NOZES FINARTE 200G",382,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/59182730-31e9-471c-a06f-892e0ff19d24.jpg",18.79,0,"1654632311.040829"
"BOLO AMANTEIGADO DE LARANJA FINARTE 300G",383,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5084cf4d-fe3b-4b26-a29e-0db1539059dd.jpg",8.59,0,"1654632316.297886"
"BOLO AMERICANO DE NOZES E DAMASCO FINARTE 350G",384,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/3bc297fd-872d-4873-b635-ee4323fae6b5.jpg",14.99,0,"1654632321.506767"
"BOLO AMERICANO ZERO DE NOZES E DAMASCO FINARTE 275G",385,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/d44a410c-5279-4e05-a3dc-05fa023f535b.jpg",16.29,0,"1654632326.653089"
"BOLO DE FUBÁ FINARTE 300G",386,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/b5c5f5c7-a097-47be-aaa5-a4c67392237e.jpg",8.59,0,"1654632331.996743"
"BOLO DE FUBÁ ZERO FINARTE 250G",387,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9d41765d-a431-40a4-92d5-f356d3ac239d.jpg",11.09,0,"1654632337.250497"
"BOLINHO ANA MARIA PULLMAN DE BAUNILHA COM RECHEIO DE CHOCOLATE 70G",444,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/318c0769-0858-43cf-86f8-5cbbefbe801f.png",3.79,15,"1654632634.296363"
"PÃO TÁ PRONTO 100% INTEGRAL WICKBOLD 270G",388,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tortilhataprontointegr9054.jpg",7.99,9,"1654632342.530659"
"PÃO TÁ PRONTO PROTEÍNA WICKBOLD 270G",389,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/05e7d304-05fd-4533-902b-c0de84c359b9.jpg",10.29,0,"1654632343.853134"
"PÃO TÁ PRONTO TRADICIONAL WICKBOLD 270G",390,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tortilhataprontooriginal654.jpg",7.99,9,"1654632349.091629"
"RAP 10 INTEGRAL 330G",391,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1f7cf06c-a948-4d0d-9835-9d90412802a9.png",8.49,15,"1654632350.421483"
"RAP 10 TRADICIONAL 330G",392,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/cfac3652-04a6-4d80-a2b7-51c4ea781873.png",7.99,6,"1654632352.087105"
"MISTURA PARA BOLO DE CANECA DR.OETKER SABOR BRIGADEIRO 70G",393,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/BRIGADEIROCANECA496.jpg",3.79,8,"1654632353.258873"
"MISTURA PARA BOLO DE CANECA DR.OETKER SABOR BROWNIE 70G",394,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/BROWNIECANECA496.jpg",3.49,4,"1654632356.54796"
"MISTURA PARA BOLO DE CANECA DR.OETKER SABOR CHOCOLATE 70G",395,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/BOLOCHOCOCANECA456.jpg",3.49,4,"1654632359.8428"
"MISTURA PARA BOLO DE CANECA DR.OETKER SABOR FORMIGUEIRO 70G",396,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/BOLOFORMIGUEIRO174.jpg",2.99,0,"1654632362.970781"
"PUDIM DE CANECA CREMOSO TRUFA CHOCOLATE DR. OETKER 40G",397,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4bf93322-e201-4ab7-8035-d0fc509559ce.jpg",2.99,0,"1654632370.284586"
"MANTEIGA COM SAL AVIAÇÃO LATA 200G",398,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/AVIACAO_836.jpg",14.89,13,"1654632375.489849"
"MISTURA PARA BOLO DR. OETKER BRIGADEIRÃO 355G",399,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/83cf3201-362b-4160-a90c-d55db00d433d.jpg",11.49,0,"1654632378.719646"
"MISTURA PARA BOLO DR. OETKER BRIGADEIRO + CONFEITOS 300G",400,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/00c49db9-450b-4f57-b588-c630260a527b.jpg",5.99,0,"1654632383.89128"
"MISTURA PARA BOLO DR. OETKER CAPPUCCINO + CONFEITO 300G",401,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/23c88cfc-a726-452b-87aa-66827285dc9c.jpg",5.99,0,"1654632389.157456"
"MISTURA PARA BOLO DR. OETKER CENOURA + CONFEITOS 300G",402,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/d0d22b7a-6a4c-4ad7-b68e-3525844cbcd1.jpg",5.99,0,"1654632394.420862"
"MISTURA PARA BOLO DR. OETKER CHURROS 450G",403,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7c3a9722-e538-4122-b0ad-2dae6328d804.jpg",5.29,0,"1654632399.718216"
"MISTURA PARA BOLO DR. OETKER MORANGO + CONFEITOS 300G",404,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5fc5c52f-52b7-4cad-8e5f-1520ac9c1348.jpg",5.99,0,"1654632404.919204"
"MISTURA PARA BOLO DR. OETKER PUDIM 310G",405,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/dab09de0-7034-4130-b84a-0c42f3c12678.jpg",6.79,0,"1654632410.187423"
"MISTURA PARA BOLO DR.OETKER AIPIM CREMOSO 400G",406,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/boloaipimcremoso400gdrotekr545.jpg",5.29,4,"1654632415.58351"
"MISTURA PARA BOLO DR.OETKER SABOR CHOCOLATE 450G",407,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/bolochocodroetker450g212.jpg",6.49,0,"1654632418.778665"
"MISTURA PARA BOLO DR.OETKER SABOR MILHO CREMOSO 400G",408,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/bolomilhocremosodroetker400g45632.jpg",4.79,9,"1654632424.179926"
"MISTURA PARA COOKIE DR. OETKER GOTAS DE CHOCOLATE SACHÊ 250G",409,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/c1385b4a-bdda-44df-a571-97f79b3dc949.jpg",5.39,0,"1654632425.543959"
"BOLINHO ANA MARIA PULLMAN DE BAUNILHA COM RECHEIO E GOTAS DE CHOCOLATE 70G",445,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f05d4655-4ce5-41c1-bda2-4f035b243fa2.png",3.79,16,"1654632637.766879"
"BOLINHO PANCO DE BAUNILHA PANFI 70G",447,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4359.jpg",3.69,7,"1654632648.407414"
"MISTURA PARA MUFFIN DR. OETKER C/ GOTAS DE CHOCOLATE 185G",410,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/896b9a30-232e-4b15-88d1-ee7db372ab2d.jpg",6.99,0,"1654632430.6428"
"MISTURA PARA PANQUECA DOCE DR.OETKER SABOR BAUNILHA 220G",411,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/panquecaamericanadroetker779.jpg",6.49,8,"1654632435.811264"
"MISTURA PARA PÃO E PIZZA DR.OETKER SEM GLÚTEN 300G",412,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/paopizzadroetkersg774.jpg",10.49,0,"1654632439.303871"
"OVOS BRANCOS C/ 30UN",413,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/2499_1.jpg",21.99,9,"1654632446.606131"
"OVOS BRANCOS C/ 60UN",414,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/919.jpg",34.98,0,"1654632449.735754"
"MISTURA PARA PUDIM DE SORVETE DR. OETKER SABOR CHOCOLATE 310G",415,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/605dc917-8b4d-4541-a40c-0fbc6cdc5541.jpg",6.79,0,"1654632456.934832"
"MISTURA PARA PUDIM DE SORVETE DR. OETKER SABOR CREME 310G",416,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/03bd8deb-0269-48b0-9870-4c3407c886e9.jpg",6.79,0,"1654632462.114635"
"MISTURA P/ BOLO STEVITA SABOR LARANJA 300G",417,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/misturalaranjastevita2100.jpg",11.49,0,"1654632467.324966"
"MISTURA PARA BOLO STEVITA DE BAUNILHA 300G",418,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/misturabaunilhastevita5877.jpg",11.49,0,"1654632474.724969"
"OVO BRANCO C/6",419,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/0b8ce6d3-9bd9-4429-a5a6-fc7b8f275bc4.jpg",4.99,0,"1654632481.966866"
"OVOS BRANCOS C/ 12UN",420,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/920.jpg",9.79,10,"1654632487.23555"
"OVOS CAIPIRAS C/ 10UN",421,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/921.jpg",11.79,2,"1654632490.668725"
"MISTURA PARA PÃO CASEIRO FLEISCHMANN 450G",422,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/paocaseiro764.jpg",7.49,3,"1654632494.039991"
"MISTURA PARA PÃO DE BATATA FLEISCHMANN 450G",423,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/paobatata102.jpg",7.49,10,"1654632497.251904"
"MISTURA BOLO CENOURA FLEISCHMANN 390G",424,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4290ce6a-407d-4457-b620-10629365c262.jpg",6.89,0,"1654632500.693044"
"MISTURA PARA BOLO FLEISCHMANN AIPIM 450G",425,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/229eb375-228b-4a38-945e-797d8a2b61fc.png",6.49,0,"1654632505.852553"
"MISTURA PARA BOLO FLEISCHMANN CHOCOLATE 390G",426,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/bolochocolate967.jpg",6.99,12,"1654632513.257255"
"MISTURA PARA BOLO FLEISCHMANN CHOCOMOUSSE 450G",427,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/chocomousse902.jpg",7.49,0,"1654632516.676699"
"MISTURA PARA BOLO FLEISCHMANN LARANJA 390G",428,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/bololaranja005.jpg",6.49,0,"1654632523.956321"
"CAPPUCCINO 3 CORAÇÕES CLASSIC REFIL 100G",429,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f83dd2e7-3b11-4cd6-b2a1-c54aecfcd343.jpg",5.79,0,"1654632531.250357"
"CAPPUCCINO EM PÓ 3 CORAÇÕES CLASSIC 200G",430,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_275.jpg",13.99,11,"1654632536.482403"
"CAPPUCCINO EM PÓ 3 CORAÇÕES CLASSIC 400G",431,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_277.jpg",25.99,6,"1654632539.740654"
"CAPPUCCINO EM PÓ 3 CORAÇÕES DIET 150G",432,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_278.jpg",14.49,11,"1654632543.004563"
"CAPPUCCINO EM PÓ 3 CORAÇÕES CHOCOLATE 200G",433,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_273.jpg",12.79,19,"1654632546.217968"
"REQUEIJÃO CREMOSO LIGHT POÇOS DE CALDAS 200G C/ 2UN",434,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/c8f2ad84-e2ba-49a1-8e44-e084688a47d1.jpg",15.98,0,"1654632549.553082"
"REQUEIJÃO CREMOSO TRADICIONAL POÇOS DE CALDAS 200G C/ 2UN",435,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5bedf07e-183e-435d-890b-a7b26ce29194.jpg",14.98,0,"1654632554.772099"
"CAPPUCCINO EM PÓ 3 CORAÇÕES CLASSIC 200G C/ 10UN",436,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_276.jpg",15.99,9,"1654632560.113106"
"CAPPUCCINO EM PÓ 3 CORAÇÕES LIGHT 140G C/ 10UN",437,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/tres_279.jpg",16.99,0,"1654632563.523502"
"CEREAL MATINAL NESCAU NESTLÉ 210G",438,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/nescau_cereal_210g_2684856.jpg",8.99,8,"1654632570.905721"
"CEREAL NESFIT NESTLÉ SEM ADIÇÃO DE AÇÚCAR 220G",439,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/79097b97-467c-4d96-b3d8-8e8721fb728b.jpg",14.29,0,"1654632597.518235"
"CEREAL MATINAL KELLOGGS MUSLI DE CHOCOLATE 270G",440,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MUSLICHO12735.jpg",16.49,0,"1654632612.355858"
"BOLINHO BAUDUCCO CHOCOLATE 40G",441,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/ba58522a-f8ec-40fb-b1a1-6a120c9f5951.jpg",1.49,0,"1654632619.800169"
"BOLINHO BAUDUCCO DUPLO CHOCOLATE 40G",442,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/50c50d63-739f-4dc5-a9bb-cea5e9591c5e.jpg",1.49,11,"1654632627.23388"
"BISNAGUINHA PANCO 300G",477,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1658.jpg",7.49,14,"1654632795.742538"
"BOLINHO PANCO DE CHOCOLATE PANFI 70G",448,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4358.jpg",3.69,7,"1654632649.612899"
"BOLINHO PANCO DE MORANGO PANFI 70G",449,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1474.jpg",3.69,7,"1654632650.981872"
"BOLO DE BAUNILHA PANFI PANCO 35G",450,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9c3ac984-257a-4d3c-b676-f91576a89798.jpg",1.99,0,"1654632654.199169"
"BOLO DE CHOCOLATE PANFI PANCO 35G",451,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/dcf26036-bb21-4d81-8d8c-56b4ff3a9957.jpg",1.99,0,"1654632659.374087"
"BOLO DE MORANGO PANFI PANCO 35G",452,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5dd87560-5b83-4029-9cfc-a8dc95c09296.jpg",1.99,0,"1654632664.650074"
"BROWNIE BELIVE CHOCOLATE COM COCO 40G",453,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/belivechocococo40g5587.jpg",6.59,0,"1654632669.994026"
"BROWNIE BELIVE CHOCOLATE ZERO 40G",454,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/69f66de5-6328-4b68-9e03-7e85800572dc.jpg",6.59,0,"1654632677.316481"
"BROWNIE PROTEIN BELIVE DOUBLE CHOCOLATE ZERO 40G",455,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/b14f09d7-47da-4448-bfab-78f2a0dd7c63.jpg",6.59,0,"1654632684.789144"
"CAFÉ SOLÚVEL GRANULADO 3 CORAÇÕES DESCAFEINADO REFIL 50G",456,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/cafesoluveldescaf3cora454.jpg",6.99,2,"1654632689.969953"
"CAFÉ SOLÚVEL GRANULADO 3 CORAÇÕES DESCAFEINADO VIDRO 50G",457,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/cafesoluvelvidro4653.jpg",9.49,0,"1654632693.227496"
"MANTEIGA COM SAL AVIAÇÃO POTE 200G C/ 2UN",458,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MANTEIGA-COM-SAL-AVIACAO-POTE-200G_8795.jpg",21.98,0,"1654632700.568692"
"QUEIJO CHEDDAR SANDWICH-IN POLENGHI 144G C/ 3UN",459,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/d4ce3f3c-0570-49de-bb91-fd5e77555461.jpg",31.47,0,"1654632707.938149"
"REQUEIJÃO CREMOSO AVIAÇÃO 250G C/ 2UN",460,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/REQUEIJaO-CREMOSO-AVIAcaO-250G_tmcNpZv.jpg",20.58,0,"1654632713.204789"
"REQUEIJÃO CREMOSO LIGHT AVIAÇÃO 250G C/ 2UN",461,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/REQUEIJaO-CREMOSO-LIGHT-AVIAcaO-250G.jpg",20.58,0,"1654632720.652059"
"MISTURA PARA BOLO BROWNIE UNIÃO 480G",462,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/007a07ff-0c77-4e81-9465-e38185fa2966.jpg",6.49,0,"1654632727.964763"
"MISTURA PARA BOLO CENOURA UNIÃO 400G",463,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a94f43c6-effb-488f-a448-c7df65cc9d88.jpg",5.49,0,"1654632733.219055"
"MISTURA PARA BOLO COCO UNIÃO 400G",464,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9e0c53b2-0989-4a40-8776-85c1f2ac388e.jpg",6.49,0,"1654632738.640287"
"MISTURA PARA BOLO INTEGRAL BANANA UNIÃO 400G",465,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/18603f22-1b85-4422-8299-4f71d44c108f.jpg",6.49,0,"1654632743.984377"
